Algorithms;Language;Array Length;Array Status;Time Elapsed;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;1;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;2;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;1;3;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;1;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
2;2;2;2;0;;;;;;;;;;;;;;;;
